source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
네이버 장소검색 | 서울 강남구,자연친화,포이스포츠센터수영장,상시,영유아 및 어린이 (0세~9세),서울 강남구 포이스포츠센터수영장,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 수영장 명소인 [포이스포츠센터수영장]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,우성스포츠센터수영장,상시,영유아 및 어린이 (0세~9세),서울 강남구 우성스포츠센터수영장,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 수영장 명소인 [우성스포츠센터수영장]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,더논현스포츠센터수영장,상시,영유아 및 어린이 (0세~9세),서울 강남구 더논현스포츠센터수영장,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 수영장 명소인 [더논현스포츠센터수영장]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,스위스키즈베이 대치점수영장,상시,영유아 및 어린이 (0세~9세),서울 강남구 스위스키즈베이 대치점수영장,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 수영장 명소인 [스위스키즈베이 대치점수영장]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,마달티스윔수영장,상시,영유아 및 어린이 (0세~9세),서울 강남구 마달티스윔수영장,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 수영장 명소인 [마달티스윔수영장]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,스윔존수영장,상시,영유아 및 어린이 (0세~9세),서울 강남구 스윔존수영장,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 수영장 명소인 [스윔존수영장]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,"조선 펠리스서울 강남- 피트니스,",상시,영유아 및 어린이 (0세~9세),"서울 강남구 조선 펠리스서울 강남- 피트니스,",무료/유료 (플레이스 참조),"서울 강남구에 위치한 인기 아기랑 수영장 명소인 [조선 펠리스서울 강남- 피트니스,]입니다.",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%88%98%EC%98%81%EC%9E%A5,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 수영장,2026-08-22 20:34:25,pool:1.0;water:1.0;outdoor:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,청담공원,상시,영유아 및 어린이 (0세~9세),서울 강남구 청담공원,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 모래놀이 명소인 [청담공원]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EB%AA%A8%EB%9E%98%EB%86%80%EC%9D%B4,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 모래놀이,2026-08-22 20:34:25,sand:1.0;nature:1.0;play:0.9,,
네이버 장소검색 | 서울 강남구,자연친화,도산공원공원,상시,영유아 및 어린이 (0세~9세),서울 강남구 도산공원공원,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 공원 명소인 [도산공원공원]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EA%B3%B5%EC%9B%90,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 공원,2026-08-22 20:34:25,park:1.0;picnic:1.0;nature:1.0,,
네이버 장소검색 | 서울 강남구,자연친화,삼성해맞이공원공원,상시,영유아 및 어린이 (0세~9세),서울 강남구 삼성해맞이공원공원,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 공원 명소인 [삼성해맞이공원공원]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EA%B3%B5%EC%9B%90,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 공원,2026-08-22 20:34:25,park:1.0;picnic:1.0;nature:1.0,,
네이버 장소검색 | 서울 강남구,자연친화,"학동공원도시,공원",상시,영유아 및 어린이 (0세~9세),"서울 강남구 학동공원도시,공원",무료/유료 (플레이스 참조),"서울 강남구에 위치한 인기 아기랑 공원 명소인 [학동공원도시,공원]입니다.",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EA%B3%B5%EC%9B%90,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 공원,2026-08-22 20:34:25,park:1.0;picnic:1.0;nature:1.0,,
네이버 장소검색 | 서울 강남구,자연친화,역삼까치공원공원,상시,영유아 및 어린이 (0세~9세),서울 강남구 역삼까치공원공원,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 공원 명소인 [역삼까치공원공원]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EA%B3%B5%EC%9B%90,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 공원,2026-08-22 20:34:25,park:1.0;picnic:1.0;nature:1.0,,
네이버 장소검색 | 서울 강남구,자연친화,역삼개나리공원공원,상시,영유아 및 어린이 (0세~9세),서울 강남구 역삼개나리공원공원,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 공원 명소인 [역삼개나리공원공원]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EA%B3%B5%EC%9B%90,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 공원,2026-08-22 20:34:25,park:1.0;picnic:1.0;nature:1.0,,
네이버 장소검색 | 서울 강남구,자연친화,"역삼문화공원도시,공원",상시,영유아 및 어린이 (0세~9세),"서울 강남구 역삼문화공원도시,공원",무료/유료 (플레이스 참조),"서울 강남구에 위치한 인기 아기랑 공원 명소인 [역삼문화공원도시,공원]입니다.",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EA%B3%B5%EC%9B%90,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 공원,2026-08-22 20:34:25,park:1.0;picnic:1.0;nature:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,창작미술,상시,영유아 및 어린이 (0세~9세),서울 강남구 창작미술,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 미술 명소인 [창작미술]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EB%AF%B8%EC%88%A0,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 미술,2026-08-22 20:34:25,drawing:1.0;art:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,한국 근현대미술을,상시,영유아 및 어린이 (0세~9세),서울 강남구 한국 근현대미술을,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 미술 명소인 [한국 근현대미술을]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EB%AF%B8%EC%88%A0,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 미술,2026-08-22 20:34:25,drawing:1.0;art:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,어린이박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 어린이박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [어린이박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,자연사박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 자연사박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [자연사박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,곤충박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 곤충박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [곤충박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,국립박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 국립박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [국립박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,역사박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 역사박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [역사박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,해양박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 해양박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [해양박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,민속박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 민속박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [민속박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,과학박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 과학박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [과학박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,농업박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 농업박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [농업박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,공룡박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 공룡박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [공룡박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,아해박물관박물관,상시,영유아 및 어린이 (0세~9세),서울 강남구 아해박물관박물관,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [아해박물관박물관]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강남구,가족체험,서울시,상시,영유아 및 어린이 (0세~9세),서울 강남구 서울시,무료/유료 (플레이스 참조),서울 강남구에 위치한 인기 아기랑 어린이박물관 명소인 [서울시]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%B0%95%EB%AC%BC%EA%B4%80,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강남구;아기랑 어린이박물관,2026-08-22 20:34:25,museum:1.0;hands_on:1.0;experience:1.0,,
네이버 장소검색 | 서울 강동구,사설키즈카페,로라바운스 천호점,상시,영유아 및 어린이 (0세~9세),서울 강동구 로라바운스 천호점,무료/유료 (플레이스 참조),서울 강동구에 위치한 인기 아기랑 키즈카페 명소인 [로라바운스 천호점]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%ED%82%A4%EC%A6%88%EC%B9%B4%ED%8E%98,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강동구;아기랑 키즈카페,2026-08-22 20:34:25,toddler:1.0;indoor:0.9;play:1.0,,
네이버 장소검색 | 서울 강동구,사설키즈카페,챔피언1250 더 리버몰 강동점,상시,영유아 및 어린이 (0세~9세),서울 강동구 챔피언1250 더 리버몰 강동점,무료/유료 (플레이스 참조),서울 강동구에 위치한 인기 아기랑 키즈카페 명소인 [챔피언1250 더 리버몰 강동점]입니다.,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%95%84%EA%B8%B0%EB%9E%91%20%ED%82%A4%EC%A6%88%EC%B9%B4%ED%8E%98,family:1.0;baby:1.0;parking:1.0;nursing_room:1.0;강동구;아기랑 키즈카페,2026-08-22 20:34:25,toddler:1.0;indoor:0.9;play:1.0,,
