source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,명선도,,전연령,"울산광역시 울주군 서생면 진하리 | 위도:35.3859, 경도:129.3507",,"명선도는 울주군 서생면 진하 앞바다에 있는 섬으로 둘레는 330m이고, 면적은 6,744㎡이다. 본래 매미들이 많이 운다 하여 명선도(鳴蟬島)라 불렀으나 지금은 옛날에 신선이 내려와 놀았던 섬이라 하여 명선도(名仙島)라 부른다. 명선도는 밤이 되면 주변의 자연환경과 요소들을 이용한 미디어아트와 화려한 조명 연출로 낮과는 다른 환상적인 공간으로 탈바꿈한다. 바닷물이 넘실대는 연출이나 폭포가 암석을 타고 흘러내리는 미디어아트와 색색의 조명을 이용한 연출들로 마치 영화 아바타의 판도라섬에 와 있는 듯한 착각에 빠지게 한다. 물때에 맞춰…",https://www.ulju.ulsan.kr/tour/travel/travel/7/63,관광지:1.0;미디어아트:1.0;야경_명소:1.0;울산가볼만한곳:1.0;울산관광지:1.0;울산밤산책:1.0;울산야경명소:1.0;울산여행:1.0;진하해수욕장:1.0;source_tag_야경_명소:1.0;con_like:41;con_read:9213;con_share:19;use_time=- 간절기(3월/4월/9월) 19시 00~22시 00 (입장 마감 21시 30) - 하절기(5월~8월) 19시 30~23시 00 (입장 마감 22시 30) - 동절기(10월~2월) 18시 00~22시 00 (입장 마;rest_date=매주 월요일 / 물때와 기상상황에 따라 섬 출입이 불가한 날,2026-09-11 22:03:25,자연관광:1.0;자연경관(하천‧해양):1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,동탄호수공원,,전연령,"경기도 화성시 동탄순환대로 69 (송동) | 위도:37.16690281573571, 경도:127.10243358384851",,"화성 동탄 호수공원은 동탄신도시의 산척저수지와 송방천 일대에 조성된 공원으로, 화성시 및 인근 주민들에게 휴식과 다양한 문화를 즐길 수 있는 공간을 제공한다. 호수를 따라 넓게 펼쳐진 잔디밭과 대규모 피크닉장, 피톤치드 숲 등이 있는 도심 속 웰빙공간이다. '맑은 물과 수려한 지형지세를 가진 정온한 곳에서 현자가 태어난다.’의 컨셉으로 기존 산척저수지의 자연환경을 보존하면서 호수 고유의 경관을 활용했다. 컨테이너 브릿지를 따라 산책로가 조성되어 있으며, 다양한 특화벤치에서 안락하게 호수경관을 감상할 수 있다. 운동시설, 물놀이장 등…",https://hspark.hscity.go.kr/,"가족과함께:1.0;관광지:1.0;댕댕이와밤밤곡곡:1.0;데이트명소:1.0;빛예술밤밤곡곡:1.0;산책하기:1.0;산책하기좋은곳:1.0;아이와함께:1.0;야간관광100선:1.0;야경_명소:1.0;야경명소:1.0;야경여행:1.0;야경좋은곳:1.0;야경투어:1.0;연인과함께:1.0;커플데이트:1.0;휴식공간:1.0;휴식공원:1.0;휴식여행:1.0;휴식하기좋은곳:1.0;source_tag_야경_명소:1.0;source_tag_커플데이트:1.0;con_like:71;con_read:39811;con_share:61;use_time=상시 개방;rest_date=매주 월,화 시설물 점검으로 미운영",2026-09-11 22:03:25,문화관광:1.0;도시공원:1.0;night_view:1.0;date_spot:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,서해랑 제부도 해상케이블카,,전연령,"경기도 화성시 서신면 전곡항로 1-10 | 위도:37.1839101279722, 경도:126.65009790299628",,"서해안의 수려한 자연경관과 어울릴 수 있는 전곡항, 제부도 바다 위 2.12㎞ 국내 최장 해상 케이블카 위치를 선정, 자연과 사람이 어우러진 새로운 랜드마크가 있다. 제부도 지역 고유의 특징과 아름다움을 담은 현대적 모습과 기능을 하고 있어 서해안과 수도권 관광 명소다. 서해랑 케이블카에서는 갯벌과 바다를 동시에 즐길 수 있으며, 가장 멋지게 즐길 수 있는 시점은 일몰 시각이다. 갯벌을 상공에서 바라볼 수 있는 점도 서해랑 케이블카만의 특별한 포인트이다. 양쪽 정류장을 이용해서 탑승할 수 있으며, 제부도와 전곡항 양쪽을 즐길 수 있…",http://www.seohaerang.com/,25_26한국관광100선:1.0;5월_가족여행지:1.0;가볼래터:1.0;관광지:1.0;서해랑케이블카:1.0;수도권:1.0;야경_명소:1.0;여행구독:1.0;연인·친구:1.0;제부도:1.0;취향따라_바다여행:1.0;케이블카:1.0;한국관광100선:1.0;해상케이블카:1.0;source_tag_야경_명소:1.0;source_tag_연인·친구:1.0;con_like:84;con_read:13649;con_share:69;use_time=[평일] - 09시 00~19시 00 - 매표 마감 18시 00 - 탑승 마감 18시 30 [주말/공휴일] - 09시 00~20시 00 - 매표 마감 19시 00 - 탑승 마감 19시 30;rest_date=연중무휴,2026-09-11 22:03:25,체험관광:1.0;기타체험:1.0;night_view:1.0;date_spot:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,실버벨교회,,전연령,"강원특별자치도 평창군 대관령면 경강로 5107 | 위도:37.6879243401343, 경도:128.69680559726402",,"평창에 위치한 실버벨교회는 초록색 언덕 위에 예쁘게 지어놓아 포토존 스폿으로도 유명한 곳이다. 실제로 보면 이국적인 느낌이 들고, 높은 곳에 지어진 건물이라 동화 속 느낌을 연상케 한다. 주차장에서 교회 쪽으로 올라가다 보면 귀여운 동물농장이 있다. 평소에 잘 보지 못하는 포니, 양 등을 볼 수 있고, 동물농장 바로 앞 감사열차를 운행하고 있어 아이에게 추억을 선물하기 좋은 곳이다.",https://tour.pc.go.kr/Home/H20000/H20200/placeDetail?place_no=991,5월_가족여행지:1.0;관광지:1.0;사진스팟:1.0;야경_명소:1.0;추석연휴_나들이:1.0;평창:1.0;평창가볼만한곳:1.0;포토존:1.0;source_tag_야경_명소:1.0;con_like:53;con_read:27892;con_share:159;use_time=상시 개방;rest_date=연중무휴,2026-09-11 22:03:25,역사관광:1.0;종교성지:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,공주 공산성 [유네스코 세계유산],,전연령,"충청남도 공주시 웅진로 280 | 위도:36.4629499677019, 경도:127.126790610397",,"백제시대의 대표적인 성곽으로 웅진백제(475~538)를 지킨 왕성이다. 금강이 흐르는 해발 110m 능선과 계곡을 따라 흙으로 쌓은 포곡형(包谷形) 산성이다. 백제시대에는 웅진성, 고려시대공주산성, 고려시대 이후 공산성, 인조가 이괄의 난(1624)을 피해 산성에 머문 이후 쌍수산성으로도 불렀다. 조선 선조·인조 때 지금과 같은 석성(石城)으로 개축하였고, 이후 지속적으로 사용된 공산성에서 시대별 역사를 살펴볼 수 있다. 백제문화제 기간에는 공산성 앞에서 금강신관공원까지 부교로 건널 수 있다. 금서루에서는 백제왕국의 위풍당당함을 ‘…",http://www.gongju.go.kr/prog/tursmCn/tour/sub02_01_04/view.do?cntno=14,21_22한국관광100선:1.0;23_24한국관광100선:1.0;25_26한국관광100선:1.0;5월_가족여행지:1.0;가족여행:1.0;공주공산성:1.0;관광지:1.0;교과서속여행:1.0;아이와함께:1.0;야경_명소:1.0;역사:1.0;역사공부:1.0;역사관광지:1.0;역사를품은곳:1.0;역사문화재:1.0;역사속:1.0;역사속으로:1.0;역사여행:1.0;역사유적:1.0;역사유적지:1.0;역사유적지:1.0;역사이야기:1.0;역사탐험:1.0;연인과함께:1.0;유네스코세계문화유산:1.0;자연좋은곳:1.0;전통&역사문화체험:1.0;충청권:1.0;친구와함께:1.0;한국관광100선:1.0;혼행족:1.0;source_tag_야경_명소:1.0;con_like:157;con_read:41245;con_share:58;use_time=- 하절기(3월~10월) 9시 00~18시 00 - 동절기(11월~2월) 9시 00~17시 00 ※ 종료 30분 전까지 입장 마감;rest_date=1월 1일 / 설·추석 당일,2026-09-11 22:03:25,역사관광:1.0;역사유적지:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,우수영관광지,,전연령,"전남광주통합특별시 해남군 문내면 관광레저로 12 | 위도:34.5726489138229, 경도:126.3101440031",,"1597년 충무공이 이룩한 명량대첩을 기념하기 위해 조성된 이곳은 옛 성지의 모습이 그대로 보존되어 있다. 1986년 국민관광지, 1991년 명량대첩 기념공원으로 지정되었으며 현재는 명량대첩의 역사 교육장으로 활용되고 있다. 울돌목이 내려다보이는 위치에는 거북선 등 다양한 체험 공간이 마련되어 있다. 매년 10월에는 전남광주통합특별시의 대표 축제인 명량대첩 축제가 열리며, 주말에는 명량역사 체험마당 등 다채로운 볼거리와 프로그램이 운영된다. 공원 곳곳에는 임진왜란 당시 의병과 관군의 전투 모습을 묘사한 조각상들이 배치되어 생생한 감…",https://www.haenam.go.kr/tour/index.9is?contentUid=18e3368f68230ef801689cab7d4b78b4,가족과밤밤곡곡:1.0;가족여행:1.0;관광지:1.0;놀이동산&테마파크:1.0;아이와함께:1.0;야경_명소:1.0;역사관광지:1.0;역사를품은곳:1.0;역사속으로:1.0;역사이야기:1.0;역사탐험:1.0;연인과함께:1.0;우수영관광지:1.0;전통의밤밤곡곡:1.0;추석연휴_나들이:1.0;취향따라_바다여행:1.0;친구와함께:1.0;테마파크:1.0;source_tag_야경_명소:1.0;con_like:64;con_read:16735;con_share:22;use_time=09시 00~17시 30;rest_date=연중무휴,2026-09-11 22:03:25,문화관광:1.0;도시공원:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,진도대교,,전연령,"전남광주통합특별시 진도군 진도대로 8479   | 위도:34.572, 경도:126.3054",,"진도군 군내면 녹진과 해남군 문내면 학동사이에 놓인 유일한 쌍둥이 사장교로 1984년 10월 18일 준공되어 관광명소로 각광받고 있으며, 2005년 12월 15일 제2의 진도대교가 개통되고 특히 낙조와 야경이 아름답고 다리 아래의 울돌목 물살은 장관을 이룬다. 울돌목은 이충무공의 3대 해전 중의 하나인 명량대첩지로 잘 알려진 서해의 길목으로 해남과 진도 간의 좁은 해협을 이루며 바다의 폭은 한강 너비 정도이다. 1984년 진도대교의 개통으로 인해 한반도의 최남단 지역이 된 진도는 연간 외국인을 포함하여 약 260만여 명이 찾는 관광…",https://www.jindo.go.kr/tour/tour/info/nature/002.cs?act=view&infoId=12&category=002&searchCondition=&searchKeyword=&pageIndex=1&m=57,건축물:1.0;경치좋은곳:1.0;관광지:1.0;대교:1.0;야간드라이브:1.0;야경_명소:1.0;야경명소:1.0;자연:1.0;자연좋은곳:1.0;전라권:1.0;진도대교:1.0;추석연휴_나들이:1.0;취향따라_바다여행:1.0;source_tag_야경_명소:1.0;con_like:2;con_read:8430;con_share:6;use_time=상시 개방;rest_date=연중무휴,2026-09-11 22:03:25,문화관광:1.0;랜드마크관광:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,밤디불거리,,전연령,"전남광주통합특별시 여수시 이순신광장로 146 (중앙동) | 위도:34.73728907146295, 경도:127.73970728268793",,"밤디불거리는 밤바다와 디지털 미디어가 만나 만들어내는 감성의 불빛 반딧불로 경험하는 스마트 관광 공간이다. 다양한 공간으로 구성되어 밤디불의 감성 공간을 채우고 있으며 자연과 기술 그리고 사람이 만들어 내는 다채로운 빛의 하모니를 느낄 수 있다. 이곳은 여수 이순신광장부터 낭만포차까지 이어져 있으며 미디어월, 미디어아트, 인터렉티브 버스킹, 디지털 사이니지 등을 만나볼 수 있다.",https://www.yeosu.go.kr/tour/leisure/bambada/firefly_light,관광지:1.0;밤디불거리:1.0;야경_명소:1.0;여수:1.0;여수밤바다:1.0;여수여행지:1.0;추석연휴_나들이:1.0;source_tag_야경_명소:1.0;con_like:4;con_read:1573;con_share:4;use_time=상시 개방,2026-09-11 22:03:25,문화관광:1.0;도시.지역문화관광:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,종포 해양공원,,전연령,"전남광주통합특별시 여수시 이순신광장로 146   | 위도:34.73728907146295, 경도:127.73970728268793",,"여수시 종화동 인근 구항이 공원으로 조성된 것으로, 지난 2001년부터 5년여간의 방파제, 방파호안, 매립지 등의 공사를 마친 끝에 여수의 시민 공원으로 탈바꿈하게 되었다. 해안을 따라 1.5㎞정도의 산책로가 있고, 공연장과 놀이터, 농구장 등을 갖추고 있어 시민과 관광객들이 편안하게 즐길 수 있는 휴식의 공간이다. 각종 해양 관련 행사와 공연 등이 개최되는 볼거리 많은 공원이기도 하다. 돌산대교와 케이블카, 낭만포차거리, 하멜등대 등 여수 바다를 조망할 수 있으며 밤이 되면 도시를 배경으로 한 바다와 공원의 조화도 잘 이루어져 있…",https://www.yeosu.go.kr/tour/travel/info_each_area?mode=view&idx=409,관광지:1.0;맛있는밤밤곡곡:1.0;야경_명소:1.0;여수낚시명소:1.0;여수야경명소:1.0;여수해양공원:1.0;여수휴식공간:1.0;연인과밤밤곡곡:1.0;전남광주통합특별시_여행:1.0;전남광주통합특별시_여행지추천:1.0;source_tag_야경_명소:1.0;con_like:4;con_read:1970;con_share:5;use_time=상시 개방;rest_date=연중무휴,2026-09-11 22:03:25,문화관광:1.0;도시공원:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,낭만포차거리,,전연령,"전남광주통합특별시 여수시 하멜로 102 | 위도:34.736547066462, 경도:127.749496630097",,"낭만포차거리는 여수 밤바다 야경을 감상할 수 있는 거북선대교 하부공간 광장에 조성되어 있다. 여수를 여행한다면 꼭 들러야 할 핫플레이스인 이곳은 계절음식을 비롯해서 이색 음식까지 다양한 음식을 맛볼 수 있으며, 여수 야경과 공연을 함께 즐길 수 있는 곳이다. 현재 18개 동의 포차가 운영되고 있다. ◎ 한류의 매력을 만나는 여행 정보 - 예능 의 공연 장소였던 낭만포차거리는 여수 밤바다를 구경하며 신선한 해산물 요리를 맛볼 수 있는 곳이다. 평소에도 버스킹 등 다양한 공연이 열려 여수 밤바다에 열기를 더한다.",https://www.yeosu.go.kr/tour/leisure/bambada/gun_carriage,관광지:1.0;남녀노소:1.0;낭만포차:1.0;돌문어삼합:1.0;맛있는밤밤곡곡:1.0;야간관광100선:1.0;야경_명소:1.0;야경명소:1.0;야경여행:1.0;야경이예쁜:1.0;야경좋은곳:1.0;야경코스:1.0;여수낭만포차:1.0;여수야경명소:1.0;연인과밤밤곡곡:1.0;연인과함께:1.0;이색데이트:1.0;친구와함께:1.0;커플데이트:1.0;해물삼합:1.0;휴식여행:1.0;휴식하기좋은곳:1.0;source_tag_야경_명소:1.0;source_tag_커플데이트:1.0;con_like:32;con_read:28238;con_share:70;use_time=[동절기(11월~2월)] 17시 00~24시 00 [하절기(3월~10월)] 18시 00~01시 00;rest_date=매월 첫째 주 수요일 ※ 연휴에 포함된 경우와 4~6월/8~10월 제외,2026-09-11 22:03:25,문화관광:1.0;도시.지역문화관광:1.0;night_view:1.0;date_spot:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,소호동동다리,,전연령,"전남광주통합특별시 여수시 소호로 392 | 위도:34.7388034118458, 경도:127.650861365981",,"소호동에 있는 밤바다의 멋진 야경을 보며 걷는 바다 위의 데크 산책로로 길이 742m, 폭 3.5m의 해안산책로이다. 소호동동다리 명칭의 유래는 다음과 같다. 고려시대부터 여수 쌍봉동, 소호동, 학동 일대를 장생포라 불렀고, 고려 후기 장생포에 왜구가 침입하자 장군 유탁이 왜구를 물리치고자 출전하니 왜구들이 놀라서 퇴각하였다는 이야기가 전해진다. 이때 군사들이 기뻐하며 부른 노래가 ‘장생포곡’이었고, 장생포곡이 동동과 동일하다는 설이 있어 이곳의 이름을 소호동동다리로 확정하였다. 소호동동다리는 낮보다 밤이 아름다운 야경 명소이다.…",https://www.yeosu.go.kr/tour/leisure/bambada/sohopark,가족과함께:1.0;감성사진:1.0;경치좋은곳:1.0;관광지:1.0;바다경치:1.0;사진찍기좋은곳:1.0;산책하기:1.0;산책하기좋은곳:1.0;선소대교조망권:1.0;야경_명소:1.0;여수바다:1.0;여수버스킹:1.0;여수야경:1.0;여수야경명소:1.0;여수여행:1.0;여수해안데크길:1.0;여수해안산책길:1.0;연인과함께:1.0;자연환경:1.0;전남광주통합특별시_여행:1.0;추석연휴_나들이:1.0;커플데이트:1.0;source_tag_야경_명소:1.0;source_tag_커플데이트:1.0;con_like:14;con_read:5303;con_share:6;use_time=상시 개방;rest_date=연중무휴,2026-09-11 22:03:25,문화관광:1.0;랜드마크관광:1.0;night_view:1.0;date_spot:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,여수 미남크루즈,,전연령,"전남광주통합특별시 여수시 돌산읍 돌산로 3617-22 | 위도:34.7294560206013, 경도:127.737261846459",,"여수 미남크루즈는 국내 조선기술로 건조한 국내 최대 규모의 연안크루즈이다. 승선인원 920명, 총길이 66m,폭 13m, 1,321톤의 총 4층의 국내 최대 규모의 유람선으로 1층 머메이드홀, 2층 레스토랑 3층 스낵코너, VIP룸, 4층 바다 전망대로 구성돼 있다. 낮시간대의 여수 바다와 풍경을 둘러볼 수 있는 해상시티투어, 여수 밤바다를 둘러보며 힐링할 수 있는 힐링야경투어, 여수 밤바다와 불꽃을 함께 즐길 수 있는 선상불꽃투어 프로그램이 있으며 여수의 주요 관광지를 선상에서 둘러볼 수 있다. 노을야경투어는 매주 토요일 일몰전…",https://minamcruise.com/,관광지:1.0;야경_명소:1.0;야경맛집:1.0;야경좋은곳:1.0;여수야경:1.0;여수여행:1.0;연인과함께:1.0;이색체험:1.0;체험프로그램:1.0;취향따라_바다여행:1.0;휴식공간:1.0;휴식여행:1.0;휴식하기좋은곳:1.0;힐링공간:1.0;source_tag_야경_명소:1.0;con_like:47;con_read:11080;con_share:31;use_time=12시 30~20시 00;rest_date=연중무휴,2026-09-11 22:03:25,체험관광:1.0;기타체험:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,여수 해상케이블카,,전연령,"전남광주통합특별시 여수시 돌산읍 돌산로 3600-1 | 위도:34.7307586807684, 경도:127.739306066093",,"여수해상케이블카는 바다 위를 통과하여 돌산(섬)과 자산(육지)을 연결하는 해상케이블카이다. 아시아에서는 홍콩, 싱가포르, 베트남에 이어 네 번째로 바다 위를 통과하는 해상케이블카이다. 도심하고 가까운 거리에서 시간에 따라 도시 풍경과 야경, 노을, 그리고 밤바다를 볼 수 있다. 크리스털 캐빈 15대와 일반 캐빈 35대, 총 50대의 케이블카를 운영 중이다. 크리스털 캐빈은 바닥을 강화유리로 만들어 투명한 바닥으로 발 밑의 바다를 관망할 수 있다. 또 아름다운 바다를 발 밑에 두고 즐길 수 있는 특별한 캐빈으로, 탁 트인 시각적인 즐…",http://www.yeosucablecar.com,2022_추석_별빛_가득_야간관광:1.0;23_24한국관광100선:1.0;가족과함께:1.0;관광지:1.0;바다풍경:1.0;반려동물:1.0;반려동물동반여행지:1.0;야간관광100선:1.0;야경_명소:1.0;야경투어:1.0;여수가볼만한곳:1.0;여수여행:1.0;여수해상케이블카:1.0;연인과함께:1.0;이색체험:1.0;자연:1.0;전라권:1.0;전시관:1.0;취향따라_바다여행:1.0;한국관광100선:1.0;source_tag_야경_명소:1.0;con_like:308;con_read:39783;con_share:148;use_time=09시 30~21시 30(매표마감 21시 00) ※ 운행시간 및 매표시간은 상황에 따라 변경될 수 있음,2026-09-11 22:03:25,체험관광:1.0;기타체험:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,이사부크루즈,,전연령,"전남광주통합특별시 여수시 돌산읍 돌산로 3617-18 | 위도:34.7296920986259, 경도:127.736959090971",,"여수의 유람선 선사인 국동 유람선의 바다 위의 종합 문화 예술공간 이사부크루즈는 동시 승선 정원이 870명인 총 849톤 길이 61미터인 국내 초대형 유람선으로 여수시 소재 돌산대교 바로 아래 위치하고 있다. 3항차로 운영되고 있으며 이사부크루즈의 메인 시그니처 퍼포먼스인 여수밤바다 불꽃투어는 매주 금, 토, 일과 공휴일, 명절, 새해 해맞이, 썸머페스티벌(여름성수기기간)에 출항하며 음악과 함께 어우러지는 환희와 감동의 불꽃축제를 만끽할 수 있다. 운항 코스는 돌산대교를 출발하여 장군도, 이순신광장을 지나 하멜 등대와 낭만포차 거리…",https://www.risabucruise.kr/,"관광지:1.0;남녀노소:1.0;바다여행:1.0;야경_명소:1.0;야경불꽃크루즈:1.0;여수가볼만한곳:1.0;여수관광추천:1.0;여수바다관광:1.0;여수불꽃크루즈:1.0;여수여행:1.0;여수유람선:1.0;여수이색체험:1.0;여수크루즈:1.0;여수크루즈여행:1.0;연인과함께:1.0;이사부크루즈:1.0;전남광주통합특별시_여행:1.0;해양관광:1.0;휴식공간:1.0;휴식여행:1.0;휴식하기:1.0;휴식하기좋은곳:1.0;힐링:1.0;힐링&휴양:1.0;힐링체험:1.0;source_tag_야경_명소:1.0;con_like:17;con_read:5615;con_share:18;use_time=[주간 해상관광투어] - 매일 11시, 14시 [여수밤바다 낭만투어] - 매주 월~목 (공휴일제외) [여수밤바다 불꽃투어] - 매주 금, 토, 일 (공휴일+명절) ※ 밤 항차의 경우 출항 시간은 매월 상시 변동되어 ;rest_date=정기 선박검사(매년 2월 중) 외 연중무휴",2026-09-11 22:03:25,체험관광:1.0;기타체험:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,목포평화광장,,전연령,"전남광주통합특별시 목포시 평화로 82 (상동) | 위도:34.79666213605975, 경도:126.43379088761164",,"상동에 위치한 공원으로 원래 공유 수면이었던 지역을 1994년 2월부터 2001년 7월까지 총 7년 5개월여 동안 매립하여 조성하였다. 공원의 면적은 2만 1,207㎡이고, 공원 주변으로 2만 642주의 조경수와 야외무대, 조형물, 산책로 등이 있다. 처음 공원의 이름은 미관광장이었으나 김대중 대통령의 노벨평화상 수상을 기념하여 2001년 공원의 이름을 평화광장으로 개칭하였다. 공원 중심에는 춤추는 바다분수가 일정 기간 동안 영상쇼와 레이져쇼를 이용한 멀티미디어 분수쇼가 운영되어 관광객들에게 인기가 많고, 양편으로 정원이 조성되어…",https://www.mokpo.go.kr/tour/attraction/island?mode=view&idx=7477,공원:1.0;관광지:1.0;데이트장소추천:1.0;목포가볼만한곳:1.0;목포밤바다:1.0;목포분수쇼:1.0;목포여행:1.0;목포체험프로그램:1.0;목포평화광장:1.0;미관광장:1.0;야경_명소:1.0;야경명소:1.0;전남광주통합특별시_여행:1.0;추석연휴_나들이:1.0;춤추는바다분수:1.0;해양레져스포츠:1.0;source_tag_데이트장소추천:1.0;source_tag_야경_명소:1.0;con_like:65;con_read:12832;con_share:16;use_time=상시 개방;rest_date=연중무휴,2026-09-11 22:03:25,문화관광:1.0;도시공원:1.0;night_view:1.0;date_spot:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,춤추는 바다분수,,전연령,"전남광주통합특별시 목포시 미항로 115 | 위도:34.7987589648375, 경도:126.430683041726",,"목포 평화광장 앞 바다에 수반길이 150m, 높이13.5m, 최대분사 높이 70m 세계최초 초대형 부유식 바다음악분수로서 목포항을 형상화한 부채꼴 모양의 후면 노즐 배치와 삼학도를 상징한 원형의 3개의 노즐과 상부의 조형물은 항구도시 목포를 상징, 그 웅장함을 자랑하며 87개의 회전노즐과, 202개의 에어노즐, 289개 LED조명, 16대의 무빙 라이트 조명이 어우러져 다양한 모양이 표출되면 음악과 분수의 다이나믹한 연출, 워터스크린의 영상공연 및 레이져쇼를 즐길 수 있다. 관람객과 함께하는 사연소개, 프로포즈, 해상무대에서 펼쳐지…",http://www.mokpo.go.kr/seafountain#none,"2022_추석_별빛_가득_야간관광:1.0;가족과함께:1.0;관광지:1.0;데이트명소:1.0;데이트장소추천:1.0;바다풍경여행:1.0;아이와함께:1.0;야간관광100선:1.0;야간여행:1.0;야경_명소:1.0;야경명소:1.0;야경좋은곳:1.0;연인과함께:1.0;음악분수:1.0;이색체험:1.0;춤추는바다분수:1.0;취향따라_바다여행:1.0;커플데이트:1.0;휴식여행:1.0;source_tag_데이트장소추천:1.0;source_tag_야경_명소:1.0;source_tag_커플데이트:1.0;con_like:39;con_read:11214;con_share:25;use_time=[6월~8월] - 화요일~일요일 20시 00, 20시 30, 21시 00 [4월~5월, 9월~11월] - 화요일, 수요일, 목요일, 일요일 20시 00, 20시 30 - 금요일, 토요일 20시 00, 20시 30, ;rest_date=매주 월요일",2026-09-11 22:03:25,문화관광:1.0;랜드마크관광:1.0;night_view:1.0;date_spot:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,충장로 홍콩골목,,전연령,"광주광역사 동구 충장로3가 43 | 위도:35.14867050979907, 경도:126.91465032674691",,"홍콩골목은 전남광주통합특별시 동구 충장로 중심에 자리한 이색 테마거리로, 한 걸음만 들어서도 마치 영화 속 홍콩의 밤거리를 걷는 듯한 분위기에 빠져든다. 골목을 가득 채운 네온사인과 간판은 밤이 되면 더욱 화려하게 빛나며, 도시 한복판에서 이국적인 정취를 느낄 수 있는 특별한 공간으로 여행객들의 발길을 사로잡는다. 해가 저물면 골목은 활기를 더한다. 조명이 켜진 거리를 따라 걷다 보면 곳곳에 마련된 야외 테이블이 눈길을 끌고, 홍콩 감성의 음악이 은은하게 흐르며 야장(夜場)이 열려 시민과 여행객이 자연스럽게 어울린다. 시원한 밤공기…",https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=2b1f7a38-8216-4d32-a38e-4a6fcbcd4a25,"거리:1.0;관광지:1.0;야경_명소:1.0;전남광주통합특별시_광주권:1.0;충장로:1.0;홍콩골목:1.0;source_tag_야경_명소:1.0;con_like:8;con_read:3333;con_share:10;use_time=11시 30~23시 00 ※ 업소별로 상이함;rest_date=연중무휴 (단, 업소별로 상이함)",2026-09-11 22:03:25,문화관광:1.0;도시.지역문화관광:1.0;night_view:1.0;tour_spot:1.0,,
대한민국 구석구석(VisitKorea) | 커플/데이트 태그,야경뷰포인트,사직 빛의 숲,,전연령,"전남광주통합특별시 남구 사직길 49 (사동) | 위도:35.14188710286962, 경도:126.91185017893865",,"사직 빛의 숲은 전남광주통합특별시의 역사와 미디어라는 주제로 사직공원의 동물원 옛 터, 사직단, 숲 산책로, 전망타워 등 사직단의 역사적 소재를 활용한 테마파크형 미디어아트 공원이다. 사직단에서 나라의 안녕과 번영, 그리고 풍요를 기원하는 사람들의 수많은 소망이 모여 밤하늘의 별이 되고 은하수가 되어 사직공원으로 내려와 빛의 숲을 완성한다는 스토리로 구성했다. 조명과 영상, 음악이 함께 어우러진 융복합형 콘텐츠를 구축하고, 시민들의 동작에 반응하는 인터랙티브 아트를 통해 다양한 체험과 볼거리를 제공한다.",https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=79106254-4ad2-47e7-b6d3-6a944a22828b,가볼래터:1.0;관광지:1.0;광주가볼만한곳:1.0;광주야간데이트:1.0;광주야경:1.0;밤산책:1.0;아이들과가볼만한곳:1.0;아이들과함께:1.0;야경_명소:1.0;야경_명소:1.0;여행구독:1.0;추석연휴_나들이:1.0;source_tag_야경_명소:1.0;con_like:43;con_read:6895;con_share:31;use_time=동절기(11월~3월) 18시 30~22시 30 하절기(4월~10월) 19시 30~23시 00 ※ 전망타워 라이트쇼는 21시 40까지 운영;rest_date=연중무휴,2026-09-11 22:03:25,문화관광:1.0;도시공원:1.0;night_view:1.0;tour_spot:1.0,,
