source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score,recommend_reason
서울시 문화행사,콘서트·공연,[마포문화재단] 제11회 M 클래식 축제 [하나의 울림],2026-10-14 ~ 2026-10-14,성인 (개인 관람 적합),마포아트센터 아트홀맥,상세 페이지 참조,마포아트센터 아트홀맥에서 열리는 클래식 행사 [[마포문화재단] 제11회 M 클래식 축제 [하나의 울림]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158563&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,73,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,국립무용단 [더블빌:시나위],2026-10-08 ~ 2026-10-11,성인 (개인 관람 적합),국립극장 해오름극장,상세 페이지 참조,국립극장 해오름극장에서 열리는 무용 행사 [국립무용단 [더블빌:시나위]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158998&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,3,58,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,비올리스트 강동엽 보웬 전곡 시리즈 II - The English Rachmaninoff,2026-10-02 ~ 2026-10-02,성인 (개인 관람 적합),예술의전당 리사이틀홀,상세 페이지 참조,예술의전당 리사이틀홀에서 열리는 클래식 행사 [비올리스트 강동엽 보웬 전곡 시리즈 II - The English Rachmaninoff]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159128&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,63,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,2026 홍난파가곡제 [나의 살던 고향은],2026-09-20 ~ 2026-09-20,성인 (개인 관람 적합),세종문화회관 대극장,상세 페이지 참조,세종문화회관 대극장에서 열리는 콘서트 행사 [2026 홍난파가곡제 [나의 살던 고향은]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158999&menuNo=200008,single:0.85;couple:0.7;family:0.3;콘서트;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,65,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,올리버 케른 Piano Recital [Fantasies and Dances],2026-09-19 ~ 2026-09-19,성인 (개인 관람 적합),아트센터 림 아트홀,상세 페이지 참조,아트센터 림 아트홀에서 열리는 클래식 행사 [올리버 케른 Piano Recital [Fantasies and Dances]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159125&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,77,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[서울시립교향악단] 비그림파워코리아와 함께하는 2026 서울시향 파크 콘서트,2026-09-19 ~ 2026-09-19,성인 (개인 관람 적합),서울어린이대공원 숲속의무대,상세 페이지 참조,서울어린이대공원 숲속의무대에서 열리는 클래식 행사 [[서울시립교향악단] 비그림파워코리아와 함께하는 2026 서울시향 파크 콘서트]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159145&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,80,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[마포문화재단] 제11회 M 클래식 축제 [소프라노 황수미 리사이틀],2026-09-17 ~ 2026-09-17,성인 (개인 관람 적합),마포아트센터 아트홀맥,상세 페이지 참조,마포아트센터 아트홀맥에서 열리는 클래식 행사 [[마포문화재단] 제11회 M 클래식 축제 [소프라노 황수미 리사이틀]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158562&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,66,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[강북문화재단] 2026 마티네 콘서트 [클래식 인 시네마],2026-09-16 ~ 2026-09-16,성인 (개인 관람 적합),강북문화예술회관 강북진달래홀,상세 페이지 참조,강북문화예술회관 강북진달래홀에서 열리는 클래식 행사 [[강북문화재단] 2026 마티네 콘서트 [클래식 인 시네마]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159136&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,3,70,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[마포문화재단] 2026 M 아티스트 선율 피아노 리사이틀 Ⅱ,2026-09-16 ~ 2026-09-16,성인 (개인 관람 적합),마포아트센터 아트홀맥,상세 페이지 참조,마포아트센터 아트홀맥에서 열리는 클래식 행사 [[마포문화재단] 2026 M 아티스트 선율 피아노 리사이틀 Ⅱ]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157857&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,3,78,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[세종문화회관] 2026 누구나 클래식 with 대구시립교향악단,2026-09-15 ~ 2026-09-15,성인 (개인 관람 적합),세종문화회관 세종대극장,상세 페이지 참조,세종문화회관 세종대극장에서 열리는 클래식 행사 [[세종문화회관] 2026 누구나 클래식 with 대구시립교향악단]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158957&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,74,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[구로문화재단] 2026 이달의 공연 [사운드트립]_9월 홍진호 with 김준서&차환희,2026-09-15 ~ 2026-09-15,성인 (개인 관람 적합),구로아트밸리 예술극장,상세 페이지 참조,구로아트밸리 예술극장에서 열리는 콘서트 행사 [[구로문화재단] 2026 이달의 공연 [사운드트립]_9월 홍진호 with 김준서&차환희]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158523&menuNo=200008,single:0.85;couple:0.7;family:0.3;콘서트;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,59,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[세종문화회관] 2026 꿈나무 토요음악회 [맛있는 클래식],2026-09-12 ~ 2026-09-12,성인 (개인 관람 적합),세종문화회관 체임버홀,상세 페이지 참조,세종문화회관 체임버홀에서 열리는 클래식 행사 [[세종문화회관] 2026 꿈나무 토요음악회 [맛있는 클래식]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158940&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,84,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[구로문화재단] 예술극장 재개관 시리즈 [디토 오케스트라 정기연주회 톡톡 클래식],2026-09-12 ~ 2026-09-12,성인 (개인 관람 적합),구로아트밸리 예술극장,상세 페이지 참조,구로아트밸리 예술극장에서 열리는 클래식 행사 [[구로문화재단] 예술극장 재개관 시리즈 [디토 오케스트라 정기연주회 톡톡 클래식]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158897&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,62,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,전시·미술관,지금이라도 차차차를 해보면 어떨까?,2026-09-11 ~ 2026-09-19,성인 (개인 관람 적합),홍대갤러리 키르큐펠,상세 페이지 참조,홍대갤러리 키르큐펠에서 열리는 전시/미술 행사 [지금이라도 차차차를 해보면 어떨까?]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159112&menuNo=200009,single:0.85;couple:0.7;family:0.3;전시/미술;서울시문화행사,2026-08-23 19:51:20,exhibition:1.0;quiet:0.8;indoor:0.9,4,65,🖼️ 조용히 몰입할 수 있는 전시 콘텐츠로 나 홀로 관람 최적
서울시 문화행사,콘서트·공연,김보람 [관통시팔],2026-09-11 ~ 2026-09-13,성인 (개인 관람 적합),성수아트홀,상세 페이지 참조,성수아트홀에서 열리는 무용 행사 [김보람 [관통시팔]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158698&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,78,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[마포문화재단] 제11회 M 클래식 축제 [발렌티나 이고시나 피아노 리사이틀],2026-09-11 ~ 2026-09-11,성인 (개인 관람 적합),마포아트센터 아트홀맥,상세 페이지 참조,마포아트센터 아트홀맥에서 열리는 클래식 행사 [[마포문화재단] 제11회 M 클래식 축제 [발렌티나 이고시나 피아노 리사이틀]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158561&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,3,71,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[서울시립교향악단] 2026 서울시향 최수열의 스크랴빈 교향곡 4번,2026-09-11 ~ 2026-09-11,성인 (개인 관람 적합),롯데콘서트홀,상세 페이지 참조,롯데콘서트홀에서 열리는 클래식 행사 [[서울시립교향악단] 2026 서울시향 최수열의 스크랴빈 교향곡 4번]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159008&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,3,83,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[세종문화회관] 26세종시즌 [무감서기],2026-09-10 ~ 2026-09-13,성인 (개인 관람 적합),세종대극장,상세 페이지 참조,세종대극장에서 열리는 무용 행사 [[세종문화회관] 26세종시즌 [무감서기]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159069&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,66,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[마포문화재단] 제11회 M 클래식 축제 [백건우 피아노 리사이틀],2026-09-10 ~ 2026-09-10,성인 (개인 관람 적합),마포아트센터 아트홀맥,상세 페이지 참조,마포아트센터 아트홀맥에서 열리는 클래식 행사 [[마포문화재단] 제11회 M 클래식 축제 [백건우 피아노 리사이틀]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158560&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,77,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[서울시립교향악단] 2026 서울시향 체임버 클래식스 V: 고전 빈,2026-09-09 ~ 2026-09-09,성인 (개인 관람 적합),세종문화회관 체임버홀,상세 페이지 참조,세종문화회관 체임버홀에서 열리는 클래식 행사 [[서울시립교향악단] 2026 서울시향 체임버 클래식스 V: 고전 빈]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159009&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,63,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[조윤라발레단] 어제 같은 오늘 그리고 내일은 III,2026-09-08 ~ 2026-09-09,성인 (개인 관람 적합),마포아트센터 아트홀 맥,상세 페이지 참조,마포아트센터 아트홀 맥에서 열리는 무용 행사 [[조윤라발레단] 어제 같은 오늘 그리고 내일은 III]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159061&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,62,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,춤추는 여자들 [당신은 지금 바비레따에 살고 있군요 Ver.2],2026-09-07 ~ 2026-09-21,성인 (개인 관람 적합),서울남산국악당 야외마당,상세 페이지 참조,서울남산국악당 야외마당에서 열리는 무용 행사 [춤추는 여자들 [당신은 지금 바비레따에 살고 있군요 Ver.2]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159113&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,84,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[강동문화재단XSIDance] 시네쿠아논아트x전복된 해부학적 풍경 [욕망은 혼란을 부른다],2026-09-05 ~ 2026-09-05,성인 (개인 관람 적합),강동아트센터 대극장 한강,상세 페이지 참조,강동아트센터 대극장 한강에서 열리는 무용 행사 [[강동문화재단XSIDance] 시네쿠아논아트x전복된 해부학적 풍경 [욕망은 혼란을 부른다]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159081&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,3,82,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,프로젝트 오디너리 [Opera Without Words],2026-09-05 ~ 2026-09-05,성인 (개인 관람 적합),세종체임버홀,상세 페이지 참조,세종체임버홀에서 열리는 클래식 행사 [프로젝트 오디너리 [Opera Without Words]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159053&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,2,83,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,전시·미술관,2026 서울 일러스트코리아 in aT,2026-09-04 ~ 2026-09-06,성인 (개인 관람 적합),서울 aT센터 3층,상세 페이지 참조,서울 aT센터 3층에서 열리는 전시/미술 행사 [2026 서울 일러스트코리아 in aT]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158602&menuNo=200009,single:0.85;couple:0.7;family:0.3;전시/미술;서울시문화행사,2026-08-23 19:51:20,exhibition:1.0;quiet:0.8;indoor:0.9,2,64,🖼️ 조용히 몰입할 수 있는 전시 콘텐츠로 나 홀로 관람 최적
서울시 문화행사,전시·미술관,2026 Be My OBJECT [나만의 소품&오브제 마켓],2026-09-04 ~ 2026-09-06,성인 (개인 관람 적합),서울 aT센터 1층,상세 페이지 참조,서울 aT센터 1층에서 열리는 전시/미술 행사 [2026 Be My OBJECT [나만의 소품&오브제 마켓]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158601&menuNo=200009,single:0.85;couple:0.7;family:0.3;전시/미술;서울시문화행사,2026-08-23 19:51:20,exhibition:1.0;quiet:0.8;indoor:0.9,2,70,🖼️ 조용히 몰입할 수 있는 전시 콘텐츠로 나 홀로 관람 최적
서울시 문화행사,콘서트·공연,[서초문화재단] 서리풀 서초9 시리즈 6 피아니스트 최현아의 다이얼로그 [바흐와 베토벤의 근원과 구조],2026-09-04 ~ 2026-09-04,성인 (개인 관람 적합),반포심산아트홀,상세 페이지 참조,반포심산아트홀에서 열리는 클래식 행사 [[서초문화재단] 서리풀 서초9 시리즈 6 피아니스트 최현아의 다이얼로그 [바흐와 베토벤의 근원과 구조]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158966&menuNo=200008,single:0.85;couple:0.7;family:0.3;클래식;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,74,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
서울시 문화행사,콘서트·공연,[강동문화재단XSIDance] 토마스 눈 무용단 [사기꾼] / JKC 프로젝트 [ANY],2026-09-03 ~ 2026-09-03,성인 (개인 관람 적합),강동아트센터 소극장 드림,상세 페이지 참조,강동아트센터 소극장 드림에서 열리는 무용 행사 [[강동문화재단XSIDance] 토마스 눈 무용단 [사기꾼] / JKC 프로젝트 [ANY]]. 혼자 관람하기 좋은 몰입형 콘텐츠입니다.,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159080&menuNo=200008,single:0.85;couple:0.7;family:0.3;무용;서울시문화행사,2026-08-23 19:51:20,concert:1.0;immersive:0.9;indoor:0.7,4,61,🎵 몰입감 있는 공연으로 혼자 즐기기 좋은 라이브 콘텐츠
