id,region_province,city_district,hashtag,place_name,category,post_count,like_avg,trending_score,is_trending,ai_tags,sample_post_summary,crawled_at
13,서울특별시,강북구,#아이와가볼만한곳,강북구 스퀘어 디저트카페 #13,아이랑/가족,"431,896개","1,865개",86.8,[TRENDING] 인스타 핫플,family:0.6;couple:0.9;single:0.7;#아이와가볼만한곳;강북구;인스타1만DB,"서울특별시 강북구에서 인스타 소셜 반응이 뜨거운 아이와가볼만한곳 명소! 게시물 431,896개 달성",2026-07-26 17:01:20
14,경상북도,구미시,#아이와가볼만한곳,구미시 선셋 갤러리 #14,아이랑/가족,"297,831개","3,085개",88.3,[TRENDING] 인스타 핫플,family:0.8;couple:1.0;single:0.9;#아이와가볼만한곳;구미시;인스타1만DB,"경상북도 구미시에서 인스타 소셜 반응이 뜨거운 아이와가볼만한곳 명소! 게시물 297,831개 달성",2026-07-26 17:01:20
15,제주특별자치도,서귀포시,#성수동핫플,서귀포시 가든 풀빌라 #15,카페/디저트,"298,841개","4,058개",96.6,[HOT] 급상승 핫플,family:0.8;couple:0.9;single:0.7;#성수동핫플;서귀포시;인스타1만DB,"제주특별자치도 서귀포시에서 인스타 소셜 반응이 뜨거운 핫플카페거리 명소! 게시물 298,841개 달성",2026-07-26 17:01:20
16,충청북도,괴산군,#주말가족나들이,괴산군 파크 체험파크 #16,가족/소풍,"237,579개","2,444개",98.1,[HOT] 급상승 핫플,family:0.6;couple:0.8;single:0.7;#주말가족나들이;괴산군;인스타1만DB,"충청북도 괴산군에서 인스타 소셜 반응이 뜨거운 주말가족나들이 명소! 게시물 237,579개 달성",2026-07-26 17:01:20
17,서울특별시,강남구,#수목원데이트,강남구 테라스 키즈월드 #17,자연/힐링,"651,845개","2,693개",89.8,[TRENDING] 인스타 핫플,family:0.6;couple:1.0;single:0.8;#수목원데이트;강남구;인스타1만DB,"서울특별시 강남구에서 인스타 소셜 반응이 뜨거운 식물원수목원 명소! 게시물 651,845개 달성",2026-07-26 17:01:20
18,충청남도,보령시,#액티비티추천,보령시 드림 문화공간 #18,레저/액티비티,"924,340개","3,403개",90.0,[TRENDING] 인스타 핫플,family:0.8;couple:0.9;single:0.6;#액티비티추천;보령시;인스타1만DB,"충청남도 보령시에서 인스타 소셜 반응이 뜨거운 루지액티비티 명소! 게시물 924,340개 달성",2026-07-26 17:01:20
19,경상남도,진주시,#주말가족나들이,진주시 뷰티풀 팝업존 #19,가족/소풍,"1,157,458개","4,286개",85.7,[TRENDING] 인스타 핫플,family:0.9;couple:0.9;single:0.7;#주말가족나들이;진주시;인스타1만DB,"경상남도 진주시에서 인스타 소셜 반응이 뜨거운 주말가족나들이 명소! 게시물 1,157,458개 달성",2026-07-26 17:01:20
20,서울특별시,관악구,#수목원데이트,관악구 감성 수목원 #20,자연/힐링,"351,363개","3,558개",97.5,[HOT] 급상승 핫플,family:0.8;couple:0.8;single:0.7;#수목원데이트;관악구;인스타1만DB,"서울특별시 관악구에서 인스타 소셜 반응이 뜨거운 식물원수목원 명소! 게시물 351,363개 달성",2026-07-26 17:01:20
21,인천광역시,계양구,#전시회추천,계양구 뷰티풀 글램핑장 #21,전시/문화,"381,361개","1,929개",91.9,[TRENDING] 인스타 핫플,family:1.0;couple:0.9;single:0.7;#전시회추천;계양구;인스타1만DB,"인천광역시 계양구에서 인스타 소셜 반응이 뜨거운 미술관전시회 명소! 게시물 381,361개 달성",2026-07-26 17:01:20
22,충청남도,논산시,#수목원데이트,논산시 테라스 노포야장 #22,자연/힐링,"266,879개","3,009개",96.8,[HOT] 급상승 핫플,family:0.9;couple:0.9;single:0.9;#수목원데이트;논산시;인스타1만DB,"충청남도 논산시에서 인스타 소셜 반응이 뜨거운 식물원수목원 명소! 게시물 266,879개 달성",2026-07-26 17:01:20
23,세종특별자치시,세종시,#성수동핫플,세종시 스퀘어 키즈월드 #23,카페/디저트,"870,643개","3,082개",96.6,[HOT] 급상승 핫플,family:0.9;couple:0.9;single:0.9;#성수동핫플;세종시;인스타1만DB,"세종특별자치시 세종시에서 인스타 소셜 반응이 뜨거운 핫플카페거리 명소! 게시물 870,643개 달성",2026-07-26 17:01:20
24,경상북도,영주시,#캠핑스타그램,영주시 로얄 문화공간 #24,캠핑/레저,"245,043개","3,392개",95.6,[HOT] 급상승 핫플,family:0.8;couple:0.9;single:0.7;#캠핑스타그램;영주시;인스타1만DB,"경상북도 영주시에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 245,043개 달성",2026-07-26 17:01:20
25,전라남도,장성군,#핫플맛집,장성군 로얄 수목원 #25,맛집/식음,"227,768개","4,051개",88.9,[TRENDING] 인스타 핫플,family:1.0;couple:0.8;single:0.8;#핫플맛집;장성군;인스타1만DB,"전라남도 장성군에서 인스타 소셜 반응이 뜨거운 인스타핫플맛집 명소! 게시물 227,768개 달성",2026-07-26 17:01:20
26,경상북도,영주시,#서울주말데이트,영주시 드림 키즈월드 #26,데이트/야외,"595,462개","3,258개",97.4,[HOT] 급상승 핫플,family:0.7;couple:0.8;single:0.7;#서울주말데이트;영주시;인스타1만DB,"경상북도 영주시에서 인스타 소셜 반응이 뜨거운 서울주말데이트 명소! 게시물 595,462개 달성",2026-07-26 17:01:20
27,인천광역시,중구,#문화재탐방,중구 에스 한옥거리 #27,역사/고궁,"47,359개","1,084개",86.4,[TRENDING] 인스타 핫플,family:0.6;couple:0.7;single:0.8;#문화재탐방;중구;인스타1만DB,"인천광역시 중구에서 인스타 소셜 반응이 뜨거운 유네스코문화재 명소! 게시물 47,359개 달성",2026-07-26 17:01:20
28,경상북도,군위군,#물놀이장소,군위군 오션 팝업존 #28,여름/물놀이,"862,649개","2,144개",94.0,[TRENDING] 인스타 핫플,family:0.8;couple:0.8;single:0.8;#물놀이장소;군위군;인스타1만DB,"경상북도 군위군에서 인스타 소셜 반응이 뜨거운 계곡물놀이축제 명소! 게시물 862,649개 달성",2026-07-26 17:01:20
29,강원특별자치도,정선군,#수목원데이트,정선군 에스 해변카페 #29,자연/힐링,"627,119개","4,195개",90.3,[TRENDING] 인스타 핫플,family:0.9;couple:0.8;single:0.6;#수목원데이트;정선군;인스타1만DB,"강원특별자치도 정선군에서 인스타 소셜 반응이 뜨거운 식물원수목원 명소! 게시물 627,119개 달성",2026-07-26 17:01:20
30,광주광역시,남구,#서울주말데이트,남구 블루 한옥거리 #30,데이트/야외,"683,745개","3,248개",98.4,[HOT] 급상승 핫플,family:0.8;couple:0.8;single:0.8;#서울주말데이트;남구;인스타1만DB,"광주광역시 남구에서 인스타 소셜 반응이 뜨거운 서울주말데이트 명소! 게시물 683,745개 달성",2026-07-26 17:01:20
31,강원특별자치도,속초시,#한옥마을,속초시 스타 피크닉존 #31,한옥/관광,"93,263개","1,364개",92.7,[TRENDING] 인스타 핫플,family:0.8;couple:1.0;single:0.7;#한옥마을;속초시;인스타1만DB,"강원특별자치도 속초시에서 인스타 소셜 반응이 뜨거운 감성한옥마을 명소! 게시물 93,263개 달성",2026-07-26 17:01:20
32,대구광역시,서구,#캠핑스타그램,서구 가든 해변카페 #32,캠핑/레저,"806,008개","1,830개",96.5,[HOT] 급상승 핫플,family:0.9;couple:0.9;single:0.7;#캠핑스타그램;서구;인스타1만DB,"대구광역시 서구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 806,008개 달성",2026-07-26 17:01:20
33,서울특별시,은평구,#동물체험,은평구 로얄 해변카페 #33,동물/아동,"549,719개","4,071개",87.2,[TRENDING] 인스타 핫플,family:0.6;couple:0.8;single:0.7;#동물체험;은평구;인스타1만DB,"서울특별시 은평구에서 인스타 소셜 반응이 뜨거운 동물원사파리 명소! 게시물 549,719개 달성",2026-07-26 17:01:20
34,전북특별자치도,김제시,#경기근교핫플,김제시 스카이 디저트카페 #34,여행/자연,"391,024개","3,115개",85.6,[TRENDING] 인스타 핫플,family:0.9;couple:0.9;single:0.8;#경기근교핫플;김제시;인스타1만DB,"전북특별자치도 김제시에서 인스타 소셜 반응이 뜨거운 경기근교핫플 명소! 게시물 391,024개 달성",2026-07-26 17:01:20
35,광주광역시,광산구,#키즈카페추천,광산구 포레스트 체험파크 #35,체험/놀이,"524,202개","2,777개",85.9,[TRENDING] 인스타 핫플,family:0.7;couple:0.9;single:0.6;#키즈카페추천;광산구;인스타1만DB,"광주광역시 광산구에서 인스타 소셜 반응이 뜨거운 키즈체험파크 명소! 게시물 524,202개 달성",2026-07-26 17:01:20
36,경상남도,고성군,#야경스타그램,고성군 로얄 산책데크 #36,야경/전망,"735,765개","4,377개",88.0,[TRENDING] 인스타 핫플,family:0.7;couple:0.9;single:0.8;#야경스타그램;고성군;인스타1만DB,"경상남도 고성군에서 인스타 소셜 반응이 뜨거운 감성야경명소 명소! 게시물 735,765개 달성",2026-07-26 17:01:20
37,부산광역시,사하구,#주말가족나들이,사하구 뷰티풀 한옥거리 #37,가족/소풍,"337,499개","2,835개",98.2,[HOT] 급상승 핫플,family:1.0;couple:0.9;single:0.9;#주말가족나들이;사하구;인스타1만DB,"부산광역시 사하구에서 인스타 소셜 반응이 뜨거운 주말가족나들이 명소! 게시물 337,499개 달성",2026-07-26 17:01:20
38,대구광역시,중구,#아기랑가평,중구 그린 야경전망대 #38,키즈/숙소,"796,805개","3,089개",95.8,[HOT] 급상승 핫플,family:0.7;couple:0.9;single:0.9;#아기랑가평;중구;인스타1만DB,"대구광역시 중구에서 인스타 소셜 반응이 뜨거운 아기랑풀빌라 명소! 게시물 796,805개 달성",2026-07-26 17:01:20
39,서울특별시,송파구,#주말가족나들이,송파구 스카이 야경전망대 #39,가족/소풍,"1,215,890개","1,032개",99.1,[HOT] 급상승 핫플,family:0.8;couple:1.0;single:0.8;#주말가족나들이;송파구;인스타1만DB,"서울특별시 송파구에서 인스타 소셜 반응이 뜨거운 주말가족나들이 명소! 게시물 1,215,890개 달성",2026-07-26 17:01:20
40,충청남도,금산군,#서울주말데이트,금산군 그린 수목원 #40,데이트/야외,"831,236개","2,216개",93.1,[TRENDING] 인스타 핫플,family:0.7;couple:0.9;single:0.8;#서울주말데이트;금산군;인스타1만DB,"충청남도 금산군에서 인스타 소셜 반응이 뜨거운 서울주말데이트 명소! 게시물 831,236개 달성",2026-07-26 17:01:20
41,대전광역시,중구,#전시회추천,중구 블루 야경전망대 #41,전시/문화,"764,151개","1,398개",99.4,[HOT] 급상승 핫플,family:0.7;couple:0.9;single:0.6;#전시회추천;중구;인스타1만DB,"대전광역시 중구에서 인스타 소셜 반응이 뜨거운 미술관전시회 명소! 게시물 764,151개 달성",2026-07-26 17:01:20
42,부산광역시,수영구,#캠핑스타그램,수영구 로얄 풀빌라 #42,캠핑/레저,"1,097,529개",970개,87.7,[TRENDING] 인스타 핫플,family:0.8;couple:0.7;single:0.9;#캠핑스타그램;수영구;인스타1만DB,"부산광역시 수영구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 1,097,529개 달성",2026-07-26 17:01:20
43,제주특별자치도,제주시,#캠핑스타그램,제주시 그린 글램핑장 #43,캠핑/레저,"649,700개","1,735개",92.9,[TRENDING] 인스타 핫플,family:0.8;couple:0.8;single:0.6;#캠핑스타그램;제주시;인스타1만DB,"제주특별자치도 제주시에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 649,700개 달성",2026-07-26 17:01:20
44,광주광역시,북구,#서울주말데이트,북구 그린 해변카페 #44,데이트/야외,"565,651개","3,377개",89.5,[TRENDING] 인스타 핫플,family:0.6;couple:0.8;single:0.7;#서울주말데이트;북구;인스타1만DB,"광주광역시 북구에서 인스타 소셜 반응이 뜨거운 서울주말데이트 명소! 게시물 565,651개 달성",2026-07-26 17:01:20
45,제주특별자치도,제주시,#캠핑스타그램,제주시 스퀘어 글램핑장 #45,캠핑/레저,"188,118개","1,132개",96.5,[HOT] 급상승 핫플,family:0.6;couple:0.8;single:0.7;#캠핑스타그램;제주시;인스타1만DB,"제주특별자치도 제주시에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 188,118개 달성",2026-07-26 17:01:20
46,세종특별자치시,세종시,#키즈카페추천,세종시 가든 키즈월드 #46,체험/놀이,"691,737개","3,814개",94.7,[TRENDING] 인스타 핫플,family:0.8;couple:0.8;single:0.7;#키즈카페추천;세종시;인스타1만DB,"세종특별자치시 세종시에서 인스타 소셜 반응이 뜨거운 키즈체험파크 명소! 게시물 691,737개 달성",2026-07-26 17:01:20
47,울산광역시,남구,#캠핑스타그램,남구 아뜰리에 한옥거리 #47,캠핑/레저,"1,252,032개","2,413개",88.2,[TRENDING] 인스타 핫플,family:0.8;couple:0.9;single:0.8;#캠핑스타그램;남구;인스타1만DB,"울산광역시 남구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 1,252,032개 달성",2026-07-26 17:01:20
48,대구광역시,북구,#키즈카페추천,북구 스타 키즈월드 #48,체험/놀이,"573,798개","4,295개",97.8,[HOT] 급상승 핫플,family:0.7;couple:0.9;single:0.7;#키즈카페추천;북구;인스타1만DB,"대구광역시 북구에서 인스타 소셜 반응이 뜨거운 키즈체험파크 명소! 게시물 573,798개 달성",2026-07-26 17:01:20
49,광주광역시,서구,#동물체험,서구 스타 산책데크 #49,동물/아동,"630,449개","3,202개",91.8,[TRENDING] 인스타 핫플,family:0.8;couple:0.7;single:0.8;#동물체험;서구;인스타1만DB,"광주광역시 서구에서 인스타 소셜 반응이 뜨거운 동물원사파리 명소! 게시물 630,449개 달성",2026-07-26 17:01:20
50,대구광역시,수성구,#서울주말데이트,수성구 테라스 문화공간 #50,데이트/야외,"905,107개","2,292개",94.6,[TRENDING] 인스타 핫플,family:0.6;couple:0.8;single:0.7;#서울주말데이트;수성구;인스타1만DB,"대구광역시 수성구에서 인스타 소셜 반응이 뜨거운 서울주말데이트 명소! 게시물 905,107개 달성",2026-07-26 17:01:20
51,전북특별자치도,무주군,#핫플맛집,무주군 중앙 키즈월드 #51,맛집/식음,"1,229,149개","3,489개",94.1,[TRENDING] 인스타 핫플,family:0.9;couple:0.9;single:0.9;#핫플맛집;무주군;인스타1만DB,"전북특별자치도 무주군에서 인스타 소셜 반응이 뜨거운 인스타핫플맛집 명소! 게시물 1,229,149개 달성",2026-07-26 17:01:20
52,부산광역시,금정구,#아이와가볼만한곳,금정구 포레스트 미디어아트전 #52,아이랑/가족,"268,420개","3,556개",97.6,[HOT] 급상승 핫플,family:0.7;couple:0.7;single:0.7;#아이와가볼만한곳;금정구;인스타1만DB,"부산광역시 금정구에서 인스타 소셜 반응이 뜨거운 아이와가볼만한곳 명소! 게시물 268,420개 달성",2026-07-26 17:01:20
53,울산광역시,울주군,#핫플맛집,울주군 오션 글램핑장 #53,맛집/식음,"180,649개","3,126개",95.2,[HOT] 급상승 핫플,family:0.8;couple:0.7;single:0.6;#핫플맛집;울주군;인스타1만DB,"울산광역시 울주군에서 인스타 소셜 반응이 뜨거운 인스타핫플맛집 명소! 게시물 180,649개 달성",2026-07-26 17:01:20
54,광주광역시,서구,#물놀이장소,서구 감성 풀빌라 #54,여름/물놀이,"663,959개","1,195개",93.4,[TRENDING] 인스타 핫플,family:0.9;couple:0.9;single:0.8;#물놀이장소;서구;인스타1만DB,"광주광역시 서구에서 인스타 소셜 반응이 뜨거운 계곡물놀이축제 명소! 게시물 663,959개 달성",2026-07-26 17:01:20
55,강원특별자치도,춘천시,#핫플맛집,춘천시 가든 팝업존 #55,맛집/식음,"403,514개","3,103개",95.9,[HOT] 급상승 핫플,family:1.0;couple:1.0;single:0.9;#핫플맛집;춘천시;인스타1만DB,"강원특별자치도 춘천시에서 인스타 소셜 반응이 뜨거운 인스타핫플맛집 명소! 게시물 403,514개 달성",2026-07-26 17:01:20
56,광주광역시,남구,#캠핑스타그램,남구 선셋 갤러리 #56,캠핑/레저,"550,506개","2,850개",98.1,[HOT] 급상승 핫플,family:0.9;couple:0.7;single:0.7;#캠핑스타그램;남구;인스타1만DB,"광주광역시 남구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 550,506개 달성",2026-07-26 17:01:20
57,서울특별시,성동구,#캠핑스타그램,성동구 에스 노포야장 #57,캠핑/레저,"431,775개","2,355개",89.0,[TRENDING] 인스타 핫플,family:0.9;couple:0.8;single:0.7;#캠핑스타그램;성동구;인스타1만DB,"서울특별시 성동구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 431,775개 달성",2026-07-26 17:01:20
58,경기도,여주시,#문화재탐방,여주시 그린 야경전망대 #58,역사/고궁,"1,027,079개","3,374개",86.3,[TRENDING] 인스타 핫플,family:0.8;couple:0.9;single:0.7;#문화재탐방;여주시;인스타1만DB,"경기도 여주시에서 인스타 소셜 반응이 뜨거운 유네스코문화재 명소! 게시물 1,027,079개 달성",2026-07-26 17:01:20
59,광주광역시,남구,#캠핑스타그램,남구 뷰티풀 디저트카페 #59,캠핑/레저,"1,193,689개","4,386개",96.8,[HOT] 급상승 핫플,family:0.9;couple:1.0;single:0.9;#캠핑스타그램;남구;인스타1만DB,"광주광역시 남구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 1,193,689개 달성",2026-07-26 17:01:20
60,제주특별자치도,서귀포시,#서울주말데이트,서귀포시 오션 문화공간 #60,데이트/야외,"75,556개","2,749개",88.6,[TRENDING] 인스타 핫플,family:0.8;couple:1.0;single:0.6;#서울주말데이트;서귀포시;인스타1만DB,"제주특별자치도 서귀포시에서 인스타 소셜 반응이 뜨거운 서울주말데이트 명소! 게시물 75,556개 달성",2026-07-26 17:01:20
61,대전광역시,서구,#골목투어,서구 중앙 키즈월드 #61,레트로/핫플,"777,830개","3,515개",90.8,[TRENDING] 인스타 핫플,family:0.8;couple:0.9;single:0.6;#골목투어;서구;인스타1만DB,"대전광역시 서구에서 인스타 소셜 반응이 뜨거운 레트로노포골목 명소! 게시물 777,830개 달성",2026-07-26 17:01:20
62,충청북도,제천시,#경기근교핫플,제천시 스카이 팝업존 #62,여행/자연,"87,401개","1,998개",96.7,[HOT] 급상승 핫플,family:1.0;couple:0.8;single:0.7;#경기근교핫플;제천시;인스타1만DB,"충청북도 제천시에서 인스타 소셜 반응이 뜨거운 경기근교핫플 명소! 게시물 87,401개 달성",2026-07-26 17:01:20
63,경상북도,구미시,#물놀이장소,구미시 뷰티풀 풀빌라 #63,여름/물놀이,"127,497개","3,927개",87.7,[TRENDING] 인스타 핫플,family:0.7;couple:0.9;single:0.7;#물놀이장소;구미시;인스타1만DB,"경상북도 구미시에서 인스타 소셜 반응이 뜨거운 계곡물놀이축제 명소! 게시물 127,497개 달성",2026-07-26 17:01:20
64,서울특별시,도봉구,#야경스타그램,도봉구 드림 글램핑장 #64,야경/전망,"1,153,220개","1,226개",91.9,[TRENDING] 인스타 핫플,family:0.9;couple:0.7;single:0.7;#야경스타그램;도봉구;인스타1만DB,"서울특별시 도봉구에서 인스타 소셜 반응이 뜨거운 감성야경명소 명소! 게시물 1,153,220개 달성",2026-07-26 17:01:20
65,제주특별자치도,제주시,#골목투어,제주시 힐링 팝업존 #65,레트로/핫플,"213,508개","2,295개",93.7,[TRENDING] 인스타 핫플,family:0.9;couple:0.9;single:0.7;#골목투어;제주시;인스타1만DB,"제주특별자치도 제주시에서 인스타 소셜 반응이 뜨거운 레트로노포골목 명소! 게시물 213,508개 달성",2026-07-26 17:01:20
66,서울특별시,광진구,#수목원데이트,광진구 감성 디저트카페 #66,자연/힐링,"901,760개","3,567개",91.4,[TRENDING] 인스타 핫플,family:0.9;couple:0.8;single:0.7;#수목원데이트;광진구;인스타1만DB,"서울특별시 광진구에서 인스타 소셜 반응이 뜨거운 식물원수목원 명소! 게시물 901,760개 달성",2026-07-26 17:01:20
67,부산광역시,남구,#캠핑스타그램,남구 뷰티풀 한옥거리 #67,캠핑/레저,"902,467개","2,731개",97.7,[HOT] 급상승 핫플,family:0.9;couple:1.0;single:0.8;#캠핑스타그램;남구;인스타1만DB,"부산광역시 남구에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 902,467개 달성",2026-07-26 17:01:20
68,울산광역시,울주군,#한옥마을,울주군 테라스 디저트카페 #68,한옥/관광,"457,611개","3,877개",87.9,[TRENDING] 인스타 핫플,family:0.9;couple:0.8;single:0.8;#한옥마을;울주군;인스타1만DB,"울산광역시 울주군에서 인스타 소셜 반응이 뜨거운 감성한옥마을 명소! 게시물 457,611개 달성",2026-07-26 17:01:20
69,충청남도,공주시,#아기랑가평,공주시 감성 한옥거리 #69,키즈/숙소,"411,989개","2,602개",85.5,[TRENDING] 인스타 핫플,family:1.0;couple:0.9;single:0.9;#아기랑가평;공주시;인스타1만DB,"충청남도 공주시에서 인스타 소셜 반응이 뜨거운 아기랑풀빌라 명소! 게시물 411,989개 달성",2026-07-26 17:01:20
70,전북특별자치도,남원시,#캠핑스타그램,남원시 파크 체험파크 #70,캠핑/레저,"1,014,449개","2,984개",91.8,[TRENDING] 인스타 핫플,family:0.7;couple:0.8;single:0.9;#캠핑스타그램;남원시;인스타1만DB,"전북특별자치도 남원시에서 인스타 소셜 반응이 뜨거운 숲속캠핑카라반 명소! 게시물 1,014,449개 달성",2026-07-26 17:01:20
71,강원특별자치도,태백시,#동물체험,태백시 더현대 글램핑장 #71,동물/아동,"971,336개","2,395개",94.0,[TRENDING] 인스타 핫플,family:0.8;couple:1.0;single:0.8;#동물체험;태백시;인스타1만DB,"강원특별자치도 태백시에서 인스타 소셜 반응이 뜨거운 동물원사파리 명소! 게시물 971,336개 달성",2026-07-26 17:01:20
72,광주광역시,남구,#성수동핫플,남구 스퀘어 노포야장 #72,카페/디저트,"740,493개","3,086개",97.2,[HOT] 급상승 핫플,family:0.8;couple:0.9;single:0.6;#성수동핫플;남구;인스타1만DB,"광주광역시 남구에서 인스타 소셜 반응이 뜨거운 핫플카페거리 명소! 게시물 740,493개 달성",2026-07-26 17:01:20
73,전북특별자치도,남원시,#주말팝업스토어,남원시 그린 팝업존 #73,팝업스토어/트렌드,"162,325개","3,011개",98.7,[HOT] 급상승 핫플,family:0.8;couple:0.8;single:0.8;#주말팝업스토어;남원시;인스타1만DB,"전북특별자치도 남원시에서 인스타 소셜 반응이 뜨거운 주말팝업스토어 명소! 게시물 162,325개 달성",2026-07-26 17:01:20
74,울산광역시,울주군,#골목투어,울주군 로얄 체험파크 #74,레트로/핫플,"336,080개","2,154개",87.0,[TRENDING] 인스타 핫플,family:0.6;couple:0.7;single:0.8;#골목투어;울주군;인스타1만DB,"울산광역시 울주군에서 인스타 소셜 반응이 뜨거운 레트로노포골목 명소! 게시물 336,080개 달성",2026-07-26 17:01:20
75,전북특별자치도,전주시,#주말팝업스토어,전주시 그린 피크닉존 #75,팝업스토어/트렌드,"717,364개","3,787개",87.3,[TRENDING] 인스타 핫플,family:1.0;couple:0.8;single:0.8;#주말팝업스토어;전주시;인스타1만DB,"전북특별자치도 전주시에서 인스타 소셜 반응이 뜨거운 주말팝업스토어 명소! 게시물 717,364개 달성",2026-07-26 17:01:20
76,울산광역시,남구,#바다여행,남구 더현대 키즈월드 #76,자연/해변,"893,428개","1,019개",92.2,[TRENDING] 인스타 핫플,family:0.8;couple:0.8;single:0.8;#바다여행;남구;인스타1만DB,"울산광역시 남구에서 인스타 소셜 반응이 뜨거운 바다해변산책 명소! 게시물 893,428개 달성",2026-07-26 17:01:20
